Parcelle;Annee;AETCY;AGRRE;ALLSS;ALOMY;AMASS;ANGAR;APHAR;ARBTH;ARISE;ATHOR;ATXPA;AVEFA;BIDTR;BROSPP;CAGSE;CAPBP;CENCY;CHEAL;CHEHY;CHEPO;CHNMI;CIRAR;CIRVU;CONAR;COPSQ;DAUCA;ECHCG;EPHEX;EPHHE;EQUAR;EROCI;ERPVE;FESSPP;FUMOF;GALAP;GERCO;GERDI;GERMO;GERPU;GERRT;HOLMO;HYPPE;KICSP;LACSE;LAMAM;LAPCO;LEGSPP;LOLSS;LTHTU;MALSI;MATSPP;MEDSPP;MELAL;MENSU;MERAN;MYOAR;PAPRH;PAVSA;PICHI;PLALA;PLAMA;POAAN;POLAV;POLCO;POLLA;POLPE;RAPRA;RESLU;RUMCR;SCAPV;SENVU;SETPU;SETVI;SILVU;SINAR;SOLNI;SONAR;SONAS;STEME;TAROF;TOISPP;TRFPR;VERAR;VERHE;VERPE;VERPO;VICSA;VIOSS;VLLSS
11023;2010;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11023;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11022;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0
11022;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11022;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11022;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11021;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11021;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,5;0
11021;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,0005;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,50025;0;0;0;0;0;0,50025;0;0,0005;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0,0005;0;0;0;0;0;0;0;11,5;0
11021;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2009;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0
11019;2008;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11019;2009;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0
11019;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11019;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11012;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11012;2009;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0
11012;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11012;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11011;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0,0005;0;0;0;0,0005;0
11011;2009;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0,0005;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0
11011;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11011;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11010;2008;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0
11010;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11010;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11010;2011;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0,50025;0;0;0;0;0;0,50025;0
11009;2008;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,50025;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11009;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11009;2010;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0
11009;2011;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0
11007;2008;0;0;0;0;0;0;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0,0005;0,50025;0;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;1,5;0;0;0;11,5;0,50025
11007;2009;0;0;0;0;0;0;35,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0,0005;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;11,5;0,50025
11007;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11007;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0,50025;0
11006;2008;0;0;0;0;0;0;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;11,5;0
11006;2009;0,50025;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0,50025;0,0005;0,0005;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0
11006;2010;0,50025;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11006;2011;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0,0005;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,0005;0;0;0,50025;0
11005;2008;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11005;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11005;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11005;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11003;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11003;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11003;2010;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;1,5;0;0;0;0;11,5;0
11003;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,50025;0
11001;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11001;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11001;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11001;2011;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0,50025;0,50025;0;0;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0
11037;2008;0,50025;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,50025;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11037;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0,50025;0;0;0;0;0;0,50025;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;11,5;0,50025;11,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11037;2010;0,50025;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;1,5;0;0;0;0;0,50025;0,50025;0;0;0;0;0;35,5;75,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0,50025;0
11037;2011;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0,50025;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;11,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0,50025;0
